ligne_brute,fon,fr,raison
40460,Un ɖo sise wε,J'entends,trop_court
40465,kpà mε,féliciter quelqu'un,trop_court
40465,sɔ́ alɔ̀ nú mε,féliciter quelqu'un,trop_court
40465,zĕ alɔ nú mɛ,féliciter quelqu'un,trop_court
40465,zĕ alɔ̀ yì jĭ nú mε,féliciter quelqu'un,trop_court
40466,É kpaca mɛ ɖɔ é bɔkun.,Étonnamment simple.,trop_court
40467,E kpɛn,C'est lourd,trop_court
40468,a lú wɛ̀ hŭn,es,trop_court
40469,sɔ́,sers,trop_court
40479,kú,le pays des morts,trop_court
40479,kújὲsusava,le pays des morts,trop_court
40479,kútómὲ,le pays des morts,trop_court
40479,yɛ tomɛ̀,le pays des morts,trop_court
40481,É ɖò xɛ́ɛ́,C’est tiède.,trop_court
40487,Kpodo awajijɛ kpo,Gaiement.,trop_court
40497,Ko nukun ɛnɛ,24,artefact
40501,jăn,empêcher,trop_court
40501,kɔ́,empêcher,trop_court
40501,tɔ́,empêcher,trop_court
40504,dɔ̀n mε,être séduisant,trop_court
40508,bà mε nu,commettre l'adultère,trop_court
40508,bà mε'sì,commettre l'adultère,trop_court
40508,d'afɔ̀ gbĕ,commettre l'adultère,trop_court
40508,dŏ afɔ̀ gbĕ nú mε,commettre l'adultère,trop_court
40508,kplé zàn xá mɛ,commettre l'adultère,trop_court
40510,amlɔgɔ́ sín mε,s'endormir,trop_court
40515,jlolò,sans consistance,trop_court
40515,jloò,sans consistance,trop_court
40521,Zanzan tegbe,Chaque matin,trop_court
40524,ma xò alɔ zo vì cé wú nú mí céwún ó,garde,trop_court
40525,A ɖo nukpakpa gbɔn wε.,Tu rôdes,trop_court
40529,nɔ nɔ,vivent,trop_court
40531,tɔsisa,fleuve,trop_court
40545,kplé nùkún,ramasser le grain,trop_court
40551,etɛ wutu a ɖo zɔnlin ɖi wɛ,pourquoi marches-tu,trop_court
40556,akowunká,violent,trop_court
40556,dàkáwátɔ́,violent,trop_court
40556,dàkáxótɔ́,violent,trop_court
40556,gidigidì,violent,trop_court
40556,mεxotɔ́,violent,trop_court
40561,anagantá,grandes lèvres,trop_court
40561,ayɔ̆kpà,grandes lèvres,trop_court
40566,Gbadanu wanyiyi tɔn.,Soirée romantique.,trop_court
40575,ɖè kɔ̀ sín mε wŭ,négliger quelqu'un,trop_court
40578,etɛ a ɖɔ n'i,qu'est,trop_court
40586,xomε sinsin,énervement,trop_court
40591,axijijɛ,jour du marché,trop_court
40603,dŏ,mettre,trop_court
40603,sέ dŏ,mettre,trop_court
40604,lanjijɔ,habitude de brute,trop_court
40604,lanjujɔ,habitude de brute,trop_court
40608,vùn célu dó wŭ,parfume,trop_court
40614,cεnji,la monnaie,trop_court
40617,bà asú,chercher un prétexte pour blâmer quelqu'un,trop_court
40629,zìn wŭ,être soigneux,trop_court
40635,e kɛ̀n,ca a cessé,trop_court
40639,xò dàká,commettre une méchanceté,trop_court
40653,kùn té,déterrer des ignames,trop_court
40653,kùn tè,déterrer des ignames,trop_court
40657,mlὲ,hameçon,trop_court
40657,xì,hameçon,trop_court
40674,beninu wɛ a nyi à,es,trop_court
40675,yovózɛn nabíɖé,quelques oranges,trop_court
40678,ajaxwí,tamis,trop_court
40678,ganjà,tamis,trop_court
40678,ganjaxwí,tamis,trop_court
40678,nùtánú,tamis,trop_court
40678,nùxwíxású,tamis,trop_court
40681,kpé nŭ,faire une rencontre effrayante ou de mauvais augure,trop_court
40685,akwɛ́zínzán,dépenses,trop_court
40685,nùzínzán,dépenses,trop_court
40685,zìnzán,dépenses,trop_court
40686,kpà àyì dŏ,se défier,trop_court
40686,kp'àyì dŏ,se défier,trop_court
40690,tíntέnkpɔ́n,tentative,trop_court
40690,tέnkpɔ́n,tentative,trop_court
40697,Vɔ azɔ̌ ɔ wà.,Recommence l'exercice.,trop_court
40701,hwè dŏ wŭ,être impuissant,trop_court
40701,kú nε̆,être impuissant,trop_court
40703,ɖŏ... tamὲ,en faveur de,trop_court
40703,nú,en faveur de,trop_court
40708,kì jò,remuer les pieds en cadence,trop_court
40711,blewun blewun,très rapidement,trop_court
40713,avɔwlanwlan,tissu rayé plusieurs couleurs,trop_court
40714,Kóyì !,Oh !,trop_court
40717,bú i dó wèmá mɛ̀,enveloppe,trop_court
40735,Nɔcenɔvinyɔnu ɖaxo,Ma tante maternelle plus âgée que ma mère.,trop_court
40736,ɖe tε a yi wan na,lequel préfères-tu,trop_court
40746,Nε a fɔn gbɔn ?,Bonjour,trop_court
40763,nă mì kpikpo ɔ́,donne,trop_court
40764,asánlín,talisman de protection et d’attaque,trop_court
40764,asánnyí,talisman de protection et d’attaque,trop_court
40765,gbε̆,être abondant,trop_court
40765,sù kpɔ́,être abondant,trop_court
40765,viyaviyà,être abondant,trop_court
40767,Gǔ cícící,Héritage silencieux,trop_court
40769,awăjíjè,enjaillement,trop_court
40770,ɖù klέnnyεfún,manger gloutonnement,trop_court
40770,ɖù klέnyεfún,manger gloutonnement,trop_court
40770,wlă ɖù,manger gloutonnement,trop_court
40788,étɛ fún ɖɔ e ɖé,qu'est,trop_court
40796,ɛɛn hwebinu,habituellement oui,trop_court
40803,fέ dà,détendre un ressort,trop_court
40808,ninɔmὲ,forme,trop_court
40808,nunɔmὲ,forme,trop_court
40811,agbogbo xánxàn,acclamations en l'honneur du roi d'Abomey,trop_court
40812,Jɛxli gbɛ,Les moucherons sont agaçants,trop_court
40820,Sunnu mεxo,Un homme âgé,trop_court
40823,nɔncé vivε,maman chérie,trop_court
40827,klέklὲ,vaille que vaille,trop_court
40827,nyamanyama,vaille que vaille,trop_court
40828,wawatavi jiji,originaire de wawata,trop_court
40829,e ɖo dɔn,c'est là-bas,trop_court
40836,alŏ,ou bien,trop_court
40836,kàbĭ,ou bien,trop_court
40837,ahwanfuntɔ́,guerrier,trop_court
40837,sɔ́jà,guerrier,trop_court
40843,un ɖu lɔvu nouwé,je t'aime,trop_court
40844,syέn ta,oser courageusement,trop_court
40849,Ku sɔ,Salut (merci) pour hier.,trop_court
40850,Agɔnkɛ xuxu,Un coco sec.,trop_court
40853,dŏ zĭn,se dérober de façon mystérieuse,trop_court
40862,ɖù ɖò lanmὲ nú mε,émouvoir,trop_court
40862,jĭ wŭ,émouvoir,trop_court
40862,xò ayì zlɛ̆,émouvoir,trop_court
40866,nùnùɖù vivi,nourriture délicieuse,trop_court
40868,"Ée axɔ́sú ɔ́ se xó e ɖo sɛ́nwéma ɔ́ mɛ ɔ́, é vún awu dó kɔ nú éɖée,",34.19,artefact
40871,Mi sú nukúnmɛ,Visage fermé,trop_court
40873,lan tì,du maigre,trop_court
40881,Cí ladyó,Eteins la radio.,trop_court
40882,agbaza,peau,trop_court
40887,gbawungbalokè,charrette,trop_court
40887,kεkέ,charrette,trop_court
40891,nyà dò,se pencher,trop_court
40891,sí kɔ̀ dò,se pencher,trop_court
40891,tɔ̀ kɔ̀,se pencher,trop_court
40896,kpɔn mi,regarde-moi,trop_court
40912,Akwɛ súsú ɖò ayijayǐ mɛ.,Paiement sécurisé.,trop_court
40917,kanɖé lisà,quarante et un,trop_court
40918,adigwé,fesses,trop_court
40920,é s'ázɔ̀,c'est oublié,trop_court
40921,lɛngbɔ,mouton,trop_court
40922,hwenέnú lɔ,en ce temps- là,trop_court
40923,vĭ ce,mon enfant,trop_court
40924,ezanwé,il t'a trompé largement,trop_court
40929,Yexoyada wá kpo bǐ. Xwe kantɔn wǒ (130) wɛ é ɖó bó kú; é dɔ́ ji ɖésú.,24.15,artefact
40937,gbexloxlo,désert,trop_court
40941,togán lέ,les notables de l’endroit,trop_court
40942,a wa ná,te voilà,trop_court
40948,akwɛ,argent,trop_court
40952,papá,papa,trop_court
40952,xò babá,papa,trop_court
40960,Ko nukun tεnnε,29,artefact
40962,zɔ̀n mí ì,précède-moi,trop_court
40965,axɔ́ è nɔ sú mi ɔ́ ni kpé mi,contentez,trop_court
40971,é ɖésú ná wá,lui,trop_court
40976,kέn nùsínsέn,écraser un à un les boutons avec l'ongle du pouce,trop_court
40977,Dokwin sisɔ,Patates douces frites,trop_court
40991,xú tamὲ,être bouché,trop_court
40992,bitibitiì,bombé,trop_court
40992,bὲnú,bombé,trop_court
40992,gawùn,bombé,trop_court
40992,gɔɖɔɖɔ̀,bombé,trop_court
40993,Gbade fε,Maïs frais (non encore séché),trop_court
40998,E nă yì,On ira.,trop_court
41019,akoba,étonnement,trop_court
41026,tɔ́gbó,grand-père,trop_court
41026,daagbó,grand-père,trop_court
41026,daágbó,grand-père,trop_court
41026,dagbó,grand-père,trop_court
41026,tɔ́gbó,grand-père,trop_court
41027,bɔ̀ dŏ wŭ,venir après,trop_court
41027,jὲ gŭdò,venir après,trop_court
41028,D'ălɔ mɛ̀ ɖò fí,Signe ici.,trop_court
41030,adŭn,saleté,trop_court
41030,àfέn,saleté,trop_court
41030,àfέnnú,saleté,trop_court
41030,ɖìxó,saleté,trop_court
41030,fín,saleté,trop_court
41030,fέn,saleté,trop_court
41030,nùkwíjì,saleté,trop_court
41037,dăn mε,perdre connaissance,trop_court
41037,xɛ́ nŭ,perdre connaissance,trop_court
41038,Un tuwun,Je sais,trop_court
41043,sogbè,grondement du tonnerre,trop_court
41043,so gbè,grondement du tonnerre,trop_court
41044,é yí gbe ná à,a,trop_court
41047,hwlɛ̆n mì gán sín nŭ nyanya mɛ̀,délivre,trop_court
41053,tɔsisa ɖagbe,une jolie rivière,trop_court
41060,bà jlὲ,aller en visite chez quelqu'un,trop_court
41061,ɖe avɔ̀,se déshabiller,trop_court
41061,ɖè awù,se déshabiller,trop_court
41066,eya ɖɔ nu mi,allez raconte,trop_court
41067,Kpò ta,Coiffer la Sainte Catherine,trop_court
41070,nukún lε̆lε̆,avoir des vertiges,trop_court
41072,azɔfúnfúngbá,tabatière,trop_court
41072,azɔfúngbá,tabatière,trop_court
41072,azɔ́gò,tabatière,trop_court
41072,batakín,tabatière,trop_court
41081,ɖŏ gbè kpɔ́ xá me,être unis,trop_court
41081,ɖò kpɔ́,être unis,trop_court
41081,ɖŏ kpɔ́,être unis,trop_court
41081,ɖŏ wŭ kpɔ́,être unis,trop_court
41081,nɔ̀ kpɔ́,être unis,trop_court
41082,Kpɔn ye,Regarde-les (eux ou elles),trop_court
41095,ɖò... jĭ,être perché,trop_court
41097,xwe lε bi mɔn,chaque année,trop_court
41099,ado ɖo huhu mi wɛ̀,j'ai peur,trop_court
41107,acéjí,le quivive,trop_court
41111,xwè tomɛ̀,aller en voyage,trop_court
41111,yì tomὲ,aller en voyage,trop_court
41111,zɛ̀ hwɛ̀,aller en voyage,trop_court
41117,nŭ gŭdò,derrière la chose (toilettes),trop_court
41119,alɔfín,attitude magique,trop_court
41119,nufín,attitude magique,trop_court
41125,sin egbe,dès aujourd'hui,trop_court
41132,bà nakí,chercher du bois de chauffage,trop_court
41133,gaga,longue,trop_court
41147,akoba,c'est la catastrophe,trop_court
41150,Nukiko ɖagbeɖagbe,Sourire radieux,trop_court
41156,vĭ ɖokpónɔ̀,mère d'un seul enfant,trop_court
41172,mi sixu ɖɔ xo dεdε a,pouvez,trop_court
41175,ɖù agbàn,faire un festin,trop_court
41175,ɖù agɔ,faire un festin,trop_court
41175,ɖù agŏ,faire un festin,trop_court
41189,un b'ɛ́,je l'ai cherché,trop_court
41190,Ɖo aximɛ,En plein marché.,trop_court
41191,amigbá,bidon d'huile,trop_court
41197,Xɔ xóxó,Vieille bâtisse,trop_court
41199,ɖù axɔ́sú,régner,trop_court
41206,o,interjection marquant l'encouragement,trop_court
41210,Kú d'ázɔ̆,Merci pour ce que tu as fait.,trop_court
41212,su ye nu azan tantɔn ɖo gbavi towe mɛ,enferme,trop_court
41215,ajijá,porc-épic,trop_court
41222,glíglí,qui sent bon,trop_court
41222,hwìnhwέn,qui sent bon,trop_court
41226,byɔ eyε,demandes,trop_court
41227,un sixu yi sɔ a,puis,trop_court
41230,zan mɛ tɛgbɛ ɔ,chaque nuit,trop_court
41234,Kú dó zɔnlìn,Merci pour la course (A quelqu’un qui a apporté une commission ou qui est venu vous voir de loin).,ratio
41242,Jɛ̀ túnnú tɔ̀n,Poursuis-le.,trop_court
41244,fɔ̀n ɖò nukún mὲ,être chassieux,trop_court
41245,E jlɔ,C'est droit,trop_court
41268,agà,en haut,trop_court
41270,aɖù kplakasὲ,dents poussant les unes sur les autres,trop_court
41270,dŏ,dents poussant les unes sur les autres,trop_court
41272,Go alɔ nu mi.,Aide-moi.,trop_court
41273,Mi ni ɖɔ xo ɖokpo.,Parlons ensemble,trop_court
41285,bà glădì,chercher à se faire remarquer,trop_court
41291,jɛ ɖu,manger du sel,trop_court
41300,ɖè avŭn,acheter un chiot pour l'élever,trop_court
41305,Ma sin... o,N'attache pas,trop_court
41310,tévi,igname,trop_court
41311,xuto,plage,trop_court
41312,etɛ́ ba wɛ a ɖè,que cherches,trop_court
41318,mi na zɛ dó,vous tournerez,trop_court
41319,é yì,ils sont allé au,trop_court
41320,Kpɛɖe mɛ,Quelques-unes sont propres.,trop_court
41322,hɛ̆n,quoi,trop_court
41324,acεgbigbà,faute,trop_court
41324,agɔjijε,faute,trop_court
41324,hwὲ,faute,trop_court
41324,hwεhuhu,faute,trop_court
41324,nŭjεdò,faute,trop_court
41328,Yi amlɔ.,Va te coucher.,trop_court
41330,fitɛ mi ɖo gbɔjɛ mitɔn ɖu ɖe wɛ,où est,trop_court
41332,mi yí wàn nú miɖéé,aimez,trop_court
41343,ayihunxó,plaisanterie,trop_court
41347,Soo s'ánlɔ̀,L'anse du seau.,trop_court
41356,d'ălɔ wèmá mɛ̀ ɖò fí,signe ici,trop_court
41360,dɔ̆ hwemεmlɔ̀,faire la sieste,trop_court
41366,sɔ é wayi ɔ,hier,trop_court
41368,Atlɛtiku gbá.,Corps athlétique.,trop_court
41375,a ɖo cɛnji à,as,trop_court
41376,"Oziyási mɛ tocɔ́kpe ɖé lɛ́ɛ ɖó Jeluzalɛ́mu; é mɛ ɖó Zwemɛhɔntogbó ɔ́ ta nu, bó mɛ ɖó tɔdo mɛ hɔn ɔ́ ta nu, bó lɛ́ mɛ ɖó fí e è nɔ ylɔ́ ɖɔ Zwemɛ é; é mɛ tocɔ́kpe lɛ́ɛ bɔ yě yi jǐ ganjí.",26.9,artefact
41387,Nyi ɖesu,Moi aussi,trop_court
41388,fítέ a go sín kpó dὲn kpó mɔ̆,d'où viens,trop_court
41400,alĕ,lamentation,trop_court
41400,alèníná,lamentation,trop_court
41400,alèxíxó,lamentation,trop_court
41400,alèxúxó,lamentation,trop_court
41400,avĭhàn,lamentation,trop_court
41400,gbεvihán,lamentation,trop_court
41400,gbεvihándúdó,lamentation,trop_court
41400,gbεviyiyá,lamentation,trop_court
41419,dŏ hwὲ gbɔ̀ nú mε,réconcilier quelqu'un,trop_court
41428,nyí xɔ́ntɔ̀n,être ami,trop_court
41428,nyĭ xɔ́ntɔ̀n,être ami,trop_court
41429,jŏ dŏ,laisser,trop_court
41429,jŏ nyì,laisser,trop_court
41443,gboya wɛ,c'est de l'audace,trop_court
41451,"Sù, ɖì kɔ̀ tè, zɔ̌n, wìnyá",Grandir,trop_court
41452,Kanlin sin anɔsin,Lait animal.,trop_court
41454,E gán,Il est sauvé (de la maladie).,trop_court
41455,Koklofun fuɖafuɖa,Une plume légère,trop_court
41457,hù hweví,pécher contre quelqu'un,trop_court
41457,nyà gbĕ,pécher contre quelqu'un,trop_court
41457,nyì ɖɔ̀,pécher contre quelqu'un,trop_court
41457,wlĭ hwevi,pécher contre quelqu'un,trop_court
41465,- ajinɔtɔ́,sage-femme,trop_court
41465,dotóvìjínúmεtɔ́,sage-femme,trop_court
41465,nyɔ̀núvìjítɔ́,sage-femme,trop_court
41465,vìjítɔ́,sage-femme,trop_court
41465,vìjínúmεtɔ́,sage-femme,trop_court
41465,nyɔ̀núvìjínúmεtɔ́,sage-femme,trop_court
41466,sɔ́ hwɛ ce kɛ mì,pardonne,trop_court
41476,doyiwì,haricot noir,trop_court
41476,nawìkún,haricot noir,trop_court
41479,togun miton lε,vos peuples,trop_court
41480,ɖŏ afɔ̀ tè,représenter quelqu'un,trop_court
41480,nɔ̀ mε tὲn mὲ,représenter quelqu'un,trop_court
41480,sɔ́ mε sín afɔ̀ ɖŏ té,représenter quelqu'un,trop_court
41484,jɔhon ɖo sinsin mi wɛ,j'ai froid,trop_court
41488,mi bi,nous tous,trop_court
41489,kokwe ɖokpo,une banane,trop_court
41494,Towe wɛ̀,C’est à toi.,trop_court
41507,blă alìn,ceindre,trop_court
41513,anɔnámεtɔ́,nourrice,trop_court
41513,anɔnávìtɔ́,nourrice,trop_court
41513,nùdónúvìtɔ́,nourrice,trop_court
41513,vìhέntɔ́,nourrice,trop_court
41519,nyɛ ɖesu,moi-même,trop_court
41526,ali xɔ́,le chef dort,trop_court
41536,Nǔgbéjé kpɔ́n agbahwlɛnhwlɛn tɔn,Analyse concurrentielle,trop_court
41541,Jɔhɔnmε sin awu,Pyjama,trop_court
41545,"bó zɔ́n vɔ̌sánú-xwlémawutɔ́ Ilukya kpó Axikamu Cafáni ví ɔ́ kpó, kpó Avidɔni Mika ví ɔ́ kpó, kpó Cafáni wěgbójínɔtɔ́ ɔ́ kpó, kpódó Asaya azaglɔ́gán tɔn ɖokpó kpó ɖɔ:",34.20,artefact
41551,e xásá dó kɔ tɔ̀n,il l'embrassa,trop_court
41561,atà,fin,trop_court
41561,bὲ yὲ,fin,trop_court
41561,fífó,fin,trop_court
41561,fúfó,fin,trop_court
41561,fúfónú,fin,trop_court
41561,glíglí,fin,trop_court
41561,lílílí,fin,trop_court
41561,lyólyó,fin,trop_court
41561,mεsísέ,fin,trop_court
41561,vivɔ,fin,trop_court
41561,vuvɔ,fin,trop_court
41561,wɛ̀ɖɛ̀wɛ́ɖɛ́,fin,trop_court
41562,agŭmagan,chapelet divinatoire pour consulter le génie,trop_court
41562,gŭmagàn,chapelet divinatoire pour consulter le génie,trop_court
41568,nùnyɔ́númε,chance,trop_court
41568,tabubɔ,chance,trop_court
41568,tamenyinyɔ,chance,trop_court
41568,tamεɖagbe,chance,trop_court
41568,tamεnyunyɔ́,chance,trop_court
41568,avoir de la chance,chance,trop_court
41568,afɔ nyɔ̆ nú mε,chance,trop_court
41568,ɖŏ ta ɖagbe,chance,trop_court
41568,nyɔ̆ ta,chance,trop_court
41568,ta bɔ̀ mε,chance,trop_court
41568,ta nyɔ̆,chance,trop_court
41573,awìví,chaton,trop_court
41574,kpó,parc pour le bétail,trop_court
41574,wùtó,parc pour le bétail,trop_court
41582,azɔ̆,devoir,trop_court
41582,ɖŏ ná,devoir,trop_court
41582,ɖŏ nă,devoir,trop_court
41582,kɔnú,devoir,trop_court
41582,tín (marque l'insistance avec ɖó ná),devoir,trop_court
41585,É bló vodúnkpe nú nǔ e nɔ́ ná wěziza ɖo jǐxwé lɛ́ɛ gbɔn kɔ́xota we e ɖo Mawu Mavɔmavɔ xwé gbe lɛ́ɛ.,33.5,artefact
41589,ɖɔ̀ n'í bó,dis,trop_court
41591,nǔtɛ́ wa mi ɖe ɖo,qu'est,trop_court
41592,"Bɔ togun ɔ́ bǐ sɔ́ nǔ, bó yi kíjá xwé Baalu tɔn ɔ́ bǐ. Yě gba vɔ̌sákpe lɛ́ɛ kpó bǒcyɔ lɛ́ɛ kpó, lobo lɛ́ hu Matáni. Nya énɛ́ ɔ́ vodún Baalunɔ wɛ; yě hu i nyi vɔ̌sákpe lɛ́ɛ nukɔn.",23.17,artefact
41593,nù zɔ́n jĭ tɔ̀n,il convulse,trop_court
41595,àkpá,partie,trop_court
41595,mìmá,partie,trop_court
41595,xwé,partie,trop_court
41600,ajòtɔ́,voleur,trop_court
41605,mi ba bia alo vεεn,voulez,trop_court
41608,Awii enε ɔ,Ce chat,trop_court
41610,alɔtrɔ,le lézard,trop_court
41622,ɖagbeɖagbè,très bon,trop_court
41622,kéyikà,très bon,trop_court
41629,E lín,C’est loin.,trop_court
41641,Nɔcenɔvinyɔnu kpɛvi,Ma tante maternelle plus jeune que ma mère.,trop_court
41648,Mawu Mavɔmavɔ ɖɔ xó nú Manasée kpó togun tɔn kpó có yě ké ya ná ǎ.,33.10,artefact
41649,avun nyinyɔ́,chien crevé ! (insulte courante),trop_court
41664,kíklɔ́,action de flatter,trop_court
41664,klɔ́klɔ́,action de flatter,trop_court
41666,klɔ́ xomɛ̀,faire un lavement,trop_court
41669,Nɔ te kpɔ́n mì,Attends-moi.,trop_court
41674,Mi sɛ wá,Rapprochez-vous.,trop_court
41675,Mi tɔ́n sín fí.,Sors d'ici.,trop_court
41676,xó akpó,rater (arme),trop_court
41683,mì alɔ̀,secouer la main après avoir touché quelque chose de chaud,trop_court
41687,Zogbɛ́n e nɔ w’azɔ̌ é.,Cheminée fonctionnelle.,trop_court
41688,Kúlu e nɔ kɔ́n lɛ é.,Couleurs chatoyantes.,trop_court
41689,a na wa sɔ a,viendras-tu demain,trop_court
41690,avivɔgblénú,fébrifuge,trop_court
41693,é jɔ adǎn,la puissance,trop_court
41698,adɔ wá,la famine est venue,trop_court
41707,e sángánn'ɛ́,il l'a échappée belle,trop_court
41712,ɖíè,cela,trop_court
41712,é,cela,trop_court
41712,énέ,cela,trop_court
41712,nέ,cela,trop_court
41716,Ani wε jε bɔ ?,Pourquoi ?,trop_court
41723,Un ɖò tɛn tɔn mɛ̀,J'y participe.,trop_court
41739,Vi nε lε,Ces enfants-là,trop_court
41740,Ðu nǔɖuɖu e ɖò jlɛ̌ jí é.,Mange équilibré.,trop_court
41744,adɔ̀ hὲn mε,être affamé,trop_court
41745,hwetɛnu a na yi do yovotomɛ,quand retournes,trop_court
41756,mi ɖɔ xojɔxo nu mi ɖe,dites,trop_court
41764,jò é dó,lâche,trop_court
41766,Xɔsu ɖaxo,Grand roi.,trop_court
41772,ɖŏ dò,au fond,trop_court
41781,zùn vodún,devenir vaudoun,trop_court
41809,cĭgì,oh là là,trop_court
41816,adjagbalou,imbécile,trop_court
41821,bɔsaklé,sauterelle,trop_court
41824,Gbɛmɛ nyɔ,II fait beau,trop_court
41826,lixò,dans l'ordre de,trop_court
41826,alɔjí,dans l'ordre de,trop_court
41826,céɖéɖé,dans l'ordre de,trop_court
41828,"Lo ɔ́, Manasée dɔn Judáa to ɔ́ kpódó Jeluzalɛ́munu lɛ́ɛ kpó bú, bɔ nǔ nyanya e yě dó sin ɔ́ hú nǔ nyanya e togun e Mawu Mavɔmavɔ nya bo yí ayǐkúngban yětɔn nú Izlayɛ́li ví lɛ́ɛ é tɔn.",33.9,artefact
41840,yă wŭ kpɛɖé,hâte,trop_court
41842,etε xɔ gbe a ja,que veux,trop_court
41845,xovɛ sin we wɛ a,as,trop_court
41848,Xwlε atin,Raboter du bois,trop_court
41860,Alɔ vɔ̌tɔ́,Les mains vides,trop_court
41865,Ye kpɔn,"Eux, ils ont regardé.",trop_court
41868,cɔ hwiɖé,attention fais gaffe,trop_court
41872,jὲ tè,débarquer,trop_court
41872,jὲ tè sín hŭn mὲ,débarquer,trop_court
41879,amiwɔ́ wɛ a ɖu à,est,trop_court
41890,nukunxwixwé,seconde,trop_court
41892,"Wɔgɔɔ̀, wɔgɔwɔgɔ̀",En grande quantité (poudre),trop_court
41900,alɔdidó,secours,trop_court
41900,alɔdó,secours,trop_court
41900,alɔdómε,secours,trop_court
41900,alɔdudó,secours,trop_court
41900,alɔgígó,secours,trop_court
41900,alɔgúgó,secours,trop_court
41900,tenɔkpɔ́nmε,secours,trop_court
41902,yĭ hàn,reprendre le refrain d'un chant,trop_court
41903,Vi ɖevo lɛ,D'autres enfants.,trop_court
41905,tánnyínɔ́,femme de la maison chargée des cérémonies en l'honneur des autels portatifs,trop_court
41905,tásínɔ́,femme de la maison chargée des cérémonies en l'honneur des autels portatifs,trop_court
41912,yĭ yɛ̀yí,reconnaître la délicatesse de quelqu'un,trop_court
41915,Jɔhɔn gbɛ,II fait froid,trop_court
41917,avɔkíjà,insulte,trop_court
41917,hὲndómε,insulte,trop_court
41917,mɛzunzun,insulte,trop_court
41917,zungbè,insulte,trop_court
41917,zuntín,insulte,trop_court
41919,ali tε e nɔ gbɔn yi,où passe,trop_court
41922,Axásáxásá jɔhɔ́n,Tourbillon de vent,trop_court
41924,awomὲ,en cachette,trop_court
41924,ɖò wimɛ̀,en cachette,trop_court
41924,hwlàhwlá,en cachette,trop_court
41925,nuxayatù,emprunteur,trop_court
41925,nùxέyatɔ́,emprunteur,trop_court
41929,do álɔ mì,aides-moi,trop_court
41930,kú dó zɔn,bonne marche,trop_court
41942,ahanmúmɛ,ivresse,trop_court
41946,hwlε̆n,tisserin,trop_court
41946,hwlεnsúvɔ̀,tisserin,trop_court
41954,"Kɛ́ɖɛ́góví, vì bóɖó, aɖimɛví, aɖiví",Enfant chéri,trop_court
41961,Sún lɛtlíki kan ɔ sín ì,Débranche l’électricité.,trop_court
41962,amu sú,il y a du brouillard,trop_court
41982,Nukúnnúmɔjɛnǔmɛ e è ma ɖó dogbó na ǎ é.,Vue dégagée.,trop_court
41990,un ɖò te kpɔ́n mɛ wɛ̀,j'attends quelqu'un,trop_court
41998,Zunkanmɛli swɛɛn,Un sentier étroit.,trop_court
42003,sun mɛ̀ sun mɛ̀,chaque mois,trop_court
42014,àkwέ,cauri,trop_court
42014,àkwέwó,cauri,trop_court
42014,àkwέwókwín,cauri,trop_court
42015,yakpɔ́vú mɛ̀,dans l'enfance,trop_court
42015,yɔkpɔ́vú mɛ̀,dans l'enfance,trop_court
42027,degenɔ kpikpò,une vieille personne,trop_court
42027,degénɔ́kpikpó,une vieille personne,trop_court
42027,degénɔ́kpúkpó,une vieille personne,trop_court
42027,degénɔ́kpúkpwé,une vieille personne,trop_court
42029,"É ɖɔ nú Judáanu lɛ́ɛ ɖɔ yě ní sɛn Mawu Mavɔmavɔ, Mawu tɔ́gbó yětɔn lɛ́ɛ tɔn. Yě ní nyi sɛ́n tɔn, lobo wa nǔ e é zɔ́n lɛ́ɛ é.",14.4,artefact
42030,e vɛ wu,c'est difficile,trop_court
42032,ayì,esprit,trop_court
42033,Mì nà bló,Nous ferons.,trop_court
42036,asyɔ́gbólì,grosse hache,trop_court
42036,gbolu,grosse hache,trop_court
42037,Fímu e dɔn mɛ é ɖé.,Film captivant.,trop_court
42038,Xovɛ sin mi.,J'ai faim.,trop_court
42041,gbà kpé,inonder,trop_court
42045,Gbɛtɔ́ nukúnɖéjí,Une personne illustre.,trop_court
42046,nɔ̀ té ɖò,aboutir à,trop_court
42068,fὲn,ongle,trop_court
42068,wùjɔ́nú,ongle,trop_court
42070,Mi ɖu ɖɛɖɛ.,Mâche lentement.,trop_court
42080,tέ ɖε̆,avoir des difficultés d'élocution,trop_court
42081,Yă wù jɛ̀ jí,Commence vite.,trop_court
42082,dŏ sìn,lancer une affaire,trop_court
42084,Mi sɛ bɔ dó miɖéé wú,Serrez-vous.,trop_court
42086,kéjé,chercher,trop_court
42086,tέ bà,chercher,trop_court
42088,lìn tɔ̀,nager,trop_court
42090,Azan ɖokpoɖokpo,Chaque jour,trop_court
42092,Nǔ e è wlan dó wema mɛ é,Marque déposée,trop_court
42093,Kpɔ́n hwiɖéé,Fais attention.,trop_court
42099,vodungbe wɛ,c'est dimanche,trop_court
42101,Nyɛ ɖie,Me voici,trop_court
42114,Xò ɖɛ̀ nú mì,Bénis-moi.,trop_court
42124,cáxóxooó,exclamation que l'on pousse dans des circonstances graves accident mort,trop_court
42127,mi hɛn ɔ mi na ɖɔ fiɖe un sixu mɔ alokan ɖe ɔ a,pouvez,trop_court
42131,fínì,habitant de l'endroit,trop_court
42131,tomεfínì,habitant de l'endroit,trop_court
42133,Gɔ n'i,Va avec lui,trop_court
