id,chemin_audio,transcription_fon,duree_sec
herman_fongbe_corp014_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_008.wav,xɔ e mε un damlɔ ɖe ɔ,2.28
herman_fongbe_corp014_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_009.wav,awu elɔ gbla mi,1.84
herman_fongbe_corp014_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_010.wav,ali ɔ gblo,1.59
herman_fongbe_corp014_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_011.wav,un lε wu ɖayi,1.62
herman_fongbe_corp014_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_012.wav,a ma na blo ace,1.84
herman_fongbe_corp014_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_013.wav,agban fuɖafuɖa wε,1.77
herman_fongbe_corp014_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_014.wav,naki kɔ nε ɔ fuɖa ɖesu,2.65
herman_fongbe_corp014_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_015.wav,ɖetε a jlo,2.17
herman_fongbe_corp014_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_016.wav,e xo ye,2.07
herman_fongbe_corp014_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_017.wav,wema ɔ ɖie a,1.76
herman_fongbe_corp014_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_018.wav,e ci te gbagbaɖa bo diɖo,2.84
herman_fongbe_corp014_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_019.wav,un ze gulɔ yi ji nu we,2.29
herman_fongbe_corp014_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_020.wav,un ze gulɔ yi ji nu we,2.55
herman_fongbe_corp014_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_021.wav,mε tɔn wε wema elɔ,2.65
herman_fongbe_corp014_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_022.wav,to linlin mε wε un gosin,2.37
herman_fongbe_corp014_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_023.wav,dan ɔ ɖi ga gblɔlɔɔ,2.53
herman_fongbe_corp014_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_024.wav,gbogbo nε ɔ jεn ɖie,2.28
herman_fongbe_corp014_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_025.wav,hwenu ee a byɔ xɔmε ɔ un mɔ we,2.1
herman_fongbe_corp014_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_026.wav,to na kpε,2.13
herman_fongbe_corp014_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_027.wav,e kpεn,1.53
herman_fongbe_corp014_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_028.wav,etɔn wε,1.18
herman_fongbe_corp014_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_029.wav,eyε wε,1.68
herman_fongbe_corp014_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_030.wav,e ɖesu,1.76
herman_fongbe_corp014_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_031.wav,mi nɔ sɔ alɔ mitɔn lε do wazɔ,2.71
herman_fongbe_corp014_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_032.wav,nε un ka na wa gbɔn din,2.41
herman_fongbe_corp014_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_033.wav,bo ɖo din ɔ fitε a xwe,2.73
herman_fongbe_corp014_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_034.wav,e jayi amɔ e gble wu a,2.5
herman_fongbe_corp014_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_035.wav,gbade ɖe,1.39
herman_fongbe_corp014_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_036.wav,a ka jlo wɔ kpo nusɔnu kpo fevi kpo ɔ,3.92
herman_fongbe_corp014_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_037.wav,e ɖo xwe gbe,1.8
herman_fongbe_corp014_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_038.wav,un ɖo nu ɖu ɖo xwe gbe wε,2.33
herman_fongbe_corp014_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_039.wav,e nyi mεsi,1.54
herman_fongbe_corp014_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_040.wav,a blo azɔ towe gbɔ,2.62
herman_fongbe_corp014_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_041.wav,atin elɔ wu ganji a,2.25
herman_fongbe_corp014_042,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_042.wav,e na fun mi,2.07
herman_fongbe_corp014_043,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_043.wav,xomε ce gble,1.81
herman_fongbe_corp014_044,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_044.wav,un ɖazɔn jε wε enε wu wε un yi doto xwe,3.15
herman_fongbe_corp014_045,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_045.wav,vi ce jazɔn kaka bo ci ganmaganma,3.53
herman_fongbe_corp014_046,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_046.wav,un gbɔ bo yi,2.08
herman_fongbe_corp014_047,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_047.wav,adan gbo mi,2.16
herman_fongbe_corp014_048,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_048.wav,nya elɔ ɔ gbεdonɔ ɖaxo wε,2.87
herman_fongbe_corp014_049,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_049.wav,a ɖu vi gbε,1.6
herman_fongbe_corp014_050,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_050.wav,un ɖu nu fo trolo jεn a ylɔ mi,2.91
herman_fongbe_corp014_051,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_051.wav,e ɖu gali,1.59
herman_fongbe_corp014_052,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_052.wav,e ɖu wɔ ganlin we,1.85
herman_fongbe_corp014_053,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_053.wav,e ɖu nu,1.89
herman_fongbe_corp014_054,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_054.wav,e ɖo nu ɖu wε ɖayi,2.09
herman_fongbe_corp014_055,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_055.wav,e gɔn nu ɖu,1.65
herman_fongbe_corp014_056,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_056.wav,aɖu ma ɖu gantin,1.87
herman_fongbe_corp014_057,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_057.wav,ma ɖu nu o,1.63
herman_fongbe_corp014_058,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_058.wav,a ɖo gbεn towe blo wε a,2.21
herman_fongbe_corp014_059,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_059.wav,e xo bɔlu ɔ gbla,2.32
herman_fongbe_corp014_060,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_060.wav,e gbɔ kpowun,1.76
herman_fongbe_corp014_061,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_061.wav,un xo kpakpa ɔ gbla,2.08
herman_fongbe_corp014_062,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_062.wav,un gbɔ hun,2.27
herman_fongbe_corp014_063,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_063.wav,avun wε han bɔ lεngbɔ ɖo gba nya wε,2.85
herman_fongbe_corp014_064,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_064.wav,un gɔn azɔmε,1.52
herman_fongbe_corp014_065,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_065.wav,alɔdudo towe hu do mi,2.55
herman_fongbe_corp014_066,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_066.wav,nu ɖokpo gee jεn hu do mi,2.19
herman_fongbe_corp014_067,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_067.wav,gbawunjonɔ ɖie,2.25
herman_fongbe_corp014_068,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_068.wav,nataa ja le ɔ gbεtɔ nɔ su kpɔ,2.94
herman_fongbe_corp014_069,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_069.wav,e gla awa bo ɖo zɔnlin ɖi wε,2.61
herman_fongbe_corp014_070,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_070.wav,e nɔ ɖi zɔnlin gbagbaɖa gbagbaɖa,2.9
herman_fongbe_corp014_071,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_071.wav,e ɖo yiyi ganji,2.37
herman_fongbe_corp014_072,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_072.wav,gan ce ɖazɔ wa wε,2.2
herman_fongbe_corp014_073,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_073.wav,e fɔn zanzan fuu,2.11
herman_fongbe_corp014_074,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_074.wav,xɔ ɔ mε bi nɔ hwεn wan gungungun,2.79
herman_fongbe_corp014_075,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_075.wav,nyε ɖie,1.53
herman_fongbe_corp014_076,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_076.wav,nyε ɖesu un ɖo ɖagbe,2.04
herman_fongbe_corp014_077,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_077.wav,mε elɔ nyila hun din,1.93
herman_fongbe_corp014_078,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_078.wav,e guda gusi do nusunnuu ɔ wu,2.73
herman_fongbe_corp014_079,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_079.wav,e hεn wema ce lε guda,2.92
herman_fongbe_corp014_080,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_080.wav,e guda de wu ganji a,2.34
herman_fongbe_corp014_081,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_081.wav,e gudu siman do kɔ wu ganji a,2.84
herman_fongbe_corp014_082,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_082.wav,nyε ɖesu wε klɔ gannu ɔ,2.09
herman_fongbe_corp014_083,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_083.wav,e ɖu nu vɔvɔ a,2.12
herman_fongbe_corp014_084,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_084.wav,avɔ ɖokpo ɔ,1.74
herman_fongbe_corp014_085,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_085.wav,nyε ɖesunɔ,1.66
herman_fongbe_corp014_086,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_086.wav,zan gblɔn ahwan nu we,2.17
herman_fongbe_corp014_087,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_087.wav,nuvu gbε do we,1.97
herman_fongbe_corp014_088,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_088.wav,mi wa nu,0.78
herman_fongbe_corp014_089,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_089.wav,e sɔ wema tɔn ɖo gbanu bo yi akwε do,3.36
herman_fongbe_corp014_090,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_090.wav,xomε gble e,1.69
herman_fongbe_corp014_091,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_091.wav,ma yi ɖalɔ go mε,1.89
herman_fongbe_corp014_092,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_092.wav,e do gan alɔ,1.99
herman_fongbe_corp014_093,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_093.wav,e nyi avɔ kɔ gεε,2.56
herman_fongbe_corp014_094,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_094.wav,sɔ kεkε towe gan ɖo do wu,2.75
herman_fongbe_corp014_095,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_095.wav,e do e gan,1.78
herman_fongbe_corp014_096,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_096.wav,alin ɔ ɖo xwe tεntin,2.14
herman_fongbe_corp014_097,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_097.wav,e ɖo gbεdomε,1.84
herman_fongbe_corp014_098,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_098.wav,e ɖo gbεya ji wε din,2.7
herman_fongbe_corp014_099,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_099.wav,ce wε,1.19
herman_fongbe_corp014_100,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_100.wav,nyε wε ɖu nu,1.23
herman_fongbe_corp014_101,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_101.wav,na mi akwε,1.3
herman_fongbe_corp014_102,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_102.wav,hweɖenu e wa ɔ e ɖɔ xo nu mi,2.59
herman_fongbe_corp014_103,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_103.wav,nyε ɔ un nɔ nyi pɔlu,2.11
herman_fongbe_corp014_104,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_104.wav,awi su ɖaxo sɔ gbɔ a,2.2
herman_fongbe_corp014_105,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_105.wav,e blo sun atɔn bɔ un bε azɔ ɖo finε,2.38
herman_fongbe_corp014_106,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_106.wav,mεɖaxo ku do le hwenu,2.51
herman_fongbe_corp014_107,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_107.wav,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na,3.64
herman_fongbe_corp014_108,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_108.wav,gbεtɔ e ɖo finε e gbi,2.07
herman_fongbe_corp014_109,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_109.wav,e gble tamε ni,2.02
herman_fongbe_corp014_110,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_110.wav,a jε finε ɔ mε lε na xlε we gletoxo ɔ,3.26
herman_fongbe_corp014_111,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_111.wav,mε nabi wε ku tawun,2.3
herman_fongbe_corp014_112,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_112.wav,gu ku wε ku,1.72
herman_fongbe_corp014_113,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_113.wav,e yi ku zozo,2.1
herman_fongbe_corp014_114,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_114.wav,e ma ku a,1.72
herman_fongbe_corp014_115,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_115.wav,azɔn ɔ gble,1.55
herman_fongbe_corp014_116,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_116.wav,e nɔ gba gi ɖo mɔ mε,2.29
herman_fongbe_corp014_117,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_117.wav,e gban nya nu do mi,2.32
herman_fongbe_corp014_118,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_118.wav,e gban ya nu,2.04
herman_fongbe_corp014_119,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_119.wav,etε sin nu gban nya wε a ɖe,2.31
herman_fongbe_corp014_120,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_120.wav,ye na ku,1.48
herman_fongbe_corp014_121,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_121.wav,e ma na ku gε,2.15
herman_fongbe_corp014_122,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_122.wav,jinukun ko mya go ɖo gle mε,2.65
herman_fongbe_corp014_123,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_123.wav,a ma na blo a e,1.63
herman_fongbe_corp014_124,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_124.wav,un nɔ ɖu jε kpodo takin kpan a,2.59
herman_fongbe_corp014_125,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_125.wav,e gbigba ayikungban ɔ,2.57
herman_fongbe_corp014_126,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_126.wav,bɔ kan nyikɔ ce byɔ,2.13
herman_fongbe_corp014_127,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_127.wav,nyikɔ ce nɔ nyi fina,2.02
herman_fongbe_corp014_128,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_128.wav,tagba gbelu,1.78
herman_fongbe_corp014_129,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_129.wav,eo un sixu blo a,2.33
herman_fongbe_corp014_130,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_130.wav,mi na yi a,1.49
herman_fongbe_corp014_131,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_131.wav,mama xwe ɔ ni nyi xwesi nu mi bi,2.73
herman_fongbe_corp014_132,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp014_132.wav,e yi fi ti a,0.96
herman_fongbe_corp015_001,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_001.wav,glo ɖɔ a ɖe,1.76
herman_fongbe_corp015_002,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_002.wav,un gɔn yεhwe zanzan tɔn xa,2.12
herman_fongbe_corp015_003,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_003.wav,e ku bɔ e ɖii,2.06
herman_fongbe_corp015_004,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_004.wav,e klan gbe xa mi ɖo vivε ji,2.46
herman_fongbe_corp015_005,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_005.wav,e ɖɔ a ma wa o,1.97
herman_fongbe_corp015_006,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_006.wav,to mitɔn lε nɔ se xo,1.87
herman_fongbe_corp015_007,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_007.wav,e gla do tɔ tɔn wu,2.04
herman_fongbe_corp015_008,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_008.wav,e gla wa fi a,1.63
herman_fongbe_corp015_009,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_009.wav,e gla na kε nu a,1.92
herman_fongbe_corp015_010,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_010.wav,e gla do tɔ tɔn wu,2.0
herman_fongbe_corp015_011,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_011.wav,hɔn ɔ ɖo nuvo gbaa,2.36
herman_fongbe_corp015_012,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_012.wav,gbε ko hun ali ni,1.94
herman_fongbe_corp015_013,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_013.wav,e hun hɔn ɔ glaa,1.9
herman_fongbe_corp015_014,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_014.wav,e hun hɔn ɔ gblawun,1.9
herman_fongbe_corp015_015,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_015.wav,e hun hɔn ɔ kε gblala,2.27
herman_fongbe_corp015_016,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_016.wav,e van nukun gbaan,2.27
herman_fongbe_corp015_017,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_017.wav,kεkε tɔn gble,1.79
herman_fongbe_corp015_018,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_018.wav,e na wa yi,1.23
herman_fongbe_corp015_019,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_019.wav,ye na wa ku,1.0
herman_fongbe_corp015_020,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_020.wav,e nɔ gbo jage do xo ɔ mε din,2.88
herman_fongbe_corp015_021,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_021.wav,e nɔ do fɔngbe ganji,2.7
herman_fongbe_corp015_022,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_022.wav,e ɖɔ xo nu mi ɖo nu glɔ,2.41
herman_fongbe_corp015_023,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_023.wav,mε a ɖɔ xo na,1.85
herman_fongbe_corp015_024,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_024.wav,e ɖɔ xo ɖayi,1.87
herman_fongbe_corp015_025,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_025.wav,e ɖo xo ɖɔ wε ɖayi,1.42
herman_fongbe_corp015_026,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_026.wav,a ku gan kpo xoɖiɖɔ kpo,2.41
herman_fongbe_corp015_027,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_027.wav,jezu yi wan nu mi bo wa nɔ mi mε,2.86
herman_fongbe_corp015_028,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_028.wav,e se xo e a ɖɔ lε,1.9
herman_fongbe_corp015_029,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_029.wav,e gbo kwε ɔ hwla,2.17
herman_fongbe_corp015_030,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_030.wav,e gbo lan ɖu,2.1
herman_fongbe_corp015_031,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_031.wav,e gbo ɖɔ,2.06
herman_fongbe_corp015_032,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_032.wav,e gɔn yiyi,1.95
herman_fongbe_corp015_033,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_033.wav,e yi trolo jεn a wa,2.42
herman_fongbe_corp015_034,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_034.wav,un wa ba yi,1.13
herman_fongbe_corp015_035,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_035.wav,a ma yi dɔn a,1.73
herman_fongbe_corp015_036,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_036.wav,e ɖɔ nu mi ɖɔ a kun na wa o,2.74
herman_fongbe_corp015_037,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_037.wav,un ɖu nu loɔ un ka gɔ xo a,2.06
herman_fongbe_corp015_038,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_038.wav,e na ɖu nu ace,1.79
herman_fongbe_corp015_039,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_039.wav,fi tε nya elɔ ka gbɔn,1.99
herman_fongbe_corp015_040,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_040.wav,e din gbɔn fi,1.79
herman_fongbe_corp015_041,C:\Users\DELL 7290\Desktop\Data\XoNet\data\audio\processed\herman_fongbe_corp015_041.wav,e gbɔn ji ce,1.99
